Metric,Value
t_stat,-69.0874341141192
t_p,0.0
u_stat,640281.0
u_p,1.1011302155888486e-304
levene_stat,138.467495917335
levene_p,6.613338268532699e-32
normal_mean,0.44272267593931547
anomaly_mean,0.5121036505815977
difference,0.06938097464228221
