Metric,Value
shapiro_stat,0.8438839142469926
shapiro_p,5.319826181541973e-57
ad_stat,1215.2323027605453
ad_critical,0.787
ks_stat,0.11807093431417587
ks_p,0.0
dagostino_stat,13134.821726995604
dagostino_p,0.0
skewness,1.8118387335735182
kurtosis,5.126408980844861
