Metric,Value
normal_mean,0.4441118309167462
normal_var,0.0005721071263319847
normal_std,0.023918760969832545
anomaly_mean,0.5194386314318713
anomaly_var,0.0010660951270103222
anomaly_std,0.0326511121864221
f_stat,0.5366379714504083
f_p,4.305778243775093e-08
equal_variance,False
