Feature,Anomaly_Min,Anomaly_Max,Normal_Min,Normal_Max,Overlap
APH_Leakage__raw,-2.012665558865474,4.49949578510088,0.0015202113431262,6.287160813174092,4.497975573757754
CO_mgm3_raw,-136.32439325360284,673.6360003088637,0.0016378438595772,651.9834458773223,651.9818080334627
Dust_mgm3_raw,-6.629644622255792,29.410127928885807,0.0156788566625611,33.099727473959135,29.394449072223246
Reheater_desuperheating_water_flow_th_raw,-1.067078631825753,5.724923531602972,0.0007651444746085,6.821261227544336,5.724158387128363
